credit_card_num,card_code,expire_month,expire_year,card_type,Owner_email
551000000000445,995,12,2024,Master ,dfahrenbach1o@nsu.edu
551000000000446,481,10,2029,Master ,mlabrow6u@nsu.edu
551000000000447,707,7,2028,Master ,cmcelhargyg0@nsu.edu
551000000000448,742,5,2023,Master ,hmccolmg1@nsu.edu
551000000000449,918,9,2032,Master ,bdybell14@nsu.edu
551000000000450,911,12,2026,Master ,jwoodhead5l@nsu.edu
551000000000451,35,2,2026,Master ,sholehouse94@nsu.edu
551000000000452,693,7,2025,Master ,smahony1b@nsu.edu
551000000000453,137,5,2032,Master ,vgreatorex3z@nsu.edu
551000000000454,872,7,2028,Master ,olief52@nsu.edu
551000000000455,325,7,2031,Master ,stice87@nsu.edu
551000000000456,503,6,2026,Master ,ncurromcm@nsu.edu
551000000000457,549,7,2030,Master ,swethersdh@nsu.edu
551000000000458,628,7,2027,Master ,apfeiferi1@nsu.edu
551000000000459,790,1,2026,Master ,rceschiniml@nsu.edu
551000000000460,15,6,2023,Master ,sperullinw@nsu.edu
551000000000461,568,8,2023,Master ,cillingworth3z@nsu.edu
551000000000462,416,8,2031,Master ,abythway4s@nsu.edu
551000000000463,248,3,2025,Master ,ddraysayaq@nsu.edu
551000000000464,609,8,2028,Master ,tocleryef@nsu.edu
551000000000465,405,11,2023,Master ,hodowdk3@nsu.edu
551000000000466,279,7,2023,Master ,hclappmz@nsu.edu
551000000000467,934,7,2024,Master ,fivashkinrj@nsu.edu
551000000000468,237,4,2025,Master ,rkeppn@nsu.edu
551000000000469,916,12,2030,Master ,lcorley4a@nsu.edu
551000000000470,127,9,2026,Master ,sskinleyaa@nsu.edu
551000000000471,790,9,2029,Master ,arichardssonde@nsu.edu
551000000000472,350,2,2030,Master ,mnardif4@nsu.edu
551000000000473,212,11,2027,Master ,bcobb4a@nsu.edu
551000000000474,192,6,2026,Master ,cfazakerley50@nsu.edu
551000000000475,982,11,2031,Master ,sglayzer7b@nsu.edu
551000000000476,464,1,2026,Master ,jcoathupaj@nsu.edu
551000000000477,955,7,2029,Master ,bmcgrailgk@nsu.edu
551000000000478,528,11,2030,Master ,dwhymanhp@nsu.edu
551000000000479,380,8,2030,Master ,gvockins3m@nsu.edu
551000000000480,661,10,2026,Master ,ewarton73@nsu.edu
551000000000481,896,11,2027,Master ,hmanthaav@nsu.edu
551000000000482,952,1,2023,Master ,lmingardi5u@nsu.edu
551000000000483,449,11,2027,Master ,bpetrowskye9@nsu.edu
551000000000484,958,3,2024,Master ,clynaghmp@nsu.edu
551000000000485,525,2,2030,Master ,aitzchakinf@nsu.edu
551000000000486,991,4,2031,Master ,groser3g@nsu.edu
551000000000487,830,12,2031,Master ,yrockhallei@nsu.edu
551000000000488,689,10,2032,Master ,jstodefu@nsu.edu
551000000000489,658,1,2027,Master ,aclimsonpx@nsu.edu
551000000000490,191,10,2031,Master ,grotte3@nsu.edu
551000000000491,380,12,2026,Master ,vraff1a@nsu.edu
551000000000492,473,1,2030,Master ,ebeale2i@nsu.edu
551000000000493,890,8,2025,Master ,imacnair49@nsu.edu
551000000000494,112,6,2029,Master ,hhalward7n@nsu.edu
551000000000495,147,10,2031,Master ,aepgraveau@nsu.edu
551000000000496,406,10,2030,Master ,rlammertdd@nsu.edu
551000000000497,528,10,2027,Master ,cmcpolindw@nsu.edu
551000000000498,238,10,2028,Master ,pscarisbrickmh@nsu.edu
551000000000499,708,5,2029,Master ,bdurringtonp2@nsu.edu
551000000000500,290,11,2031,Master ,hhazelby5g@nsu.edu
551000000000501,19,12,2031,Master ,kgrevile7t@nsu.edu
551000000000502,719,6,2031,Master ,cjackalinbm@nsu.edu
551000000000503,275,7,2023,Master ,tlinning29@nsu.edu
551000000000504,344,9,2032,Master ,mbonny2l@nsu.edu
551000000000505,365,9,2024,Master ,hmaleac@nsu.edu
551000000000506,863,3,2032,Master ,cbengerkd@nsu.edu
551000000000507,430,8,2032,Master ,bdaffern5s@nsu.edu
551000000000508,121,8,2024,Master ,amcgrortygr@nsu.edu
551000000000509,113,12,2027,Master ,cfinkqc@nsu.edu
551000000000510,355,3,2028,Master ,lbearsmore2a@nsu.edu
551000000000511,809,9,2029,Master ,nsemeradp@nsu.edu
551000000000512,73,8,2031,Master ,solooneybx@nsu.edu
551000000000513,391,10,2028,Master ,ddoustff@nsu.edu
551000000000514,739,7,2032,Master ,dairthno@nsu.edu
551000000000515,86,12,2025,Master ,kwinsorqe@nsu.edu
551000000000516,38,4,2030,Master ,toquin1@nsu.edu
551000000000517,492,2,2031,Master ,aroussell1m@nsu.edu
551000000000518,175,4,2031,Master ,callcock6b@nsu.edu
551000000000519,513,1,2029,Master ,cstenett8b@nsu.edu
551000000000520,646,4,2032,Master ,cguisotck@nsu.edu
551000000000521,332,2,2030,Master ,nborlesshh@nsu.edu
551000000000522,254,5,2030,Master ,jbulloughna@nsu.edu
551000000000523,804,12,2025,Master ,mnieldrn@nsu.edu
551000000000524,899,1,2025,Master ,tcastribx@nsu.edu
551000000000525,566,1,2028,Master ,rayersia@nsu.edu
551000000000526,684,9,2024,Master ,jginmanjz@nsu.edu
551000000000527,504,5,2029,Master ,afrancecione2d@nsu.edu
551000000000528,183,9,2024,Master ,nwillishire6s@nsu.edu
551000000000529,975,1,2029,Master ,shaydones@nsu.edu
551000000000530,540,3,2029,Master ,amorritt21@nsu.edu
551000000000531,576,1,2024,Master ,mstubbertdm@nsu.edu
551000000000532,103,10,2025,Master ,mpolglase9a@nsu.edu
551000000000533,46,11,2027,Master ,lthursby1k@nsu.edu
551000000000534,545,3,2023,Master ,wtheusscf@nsu.edu
551000000000535,486,12,2029,Master ,rshaveld9@nsu.edu
551000000000536,127,5,2032,Master ,sseifenmacherhz@nsu.edu
551000000000537,939,8,2031,Master ,mlennardekn@nsu.edu
551000000000538,566,10,2030,Master ,crichardtov@nsu.edu
551000000000539,946,10,2029,Master ,dbaseyg7@nsu.edu
551000000000540,586,7,2023,Master ,dagostinig8@nsu.edu
551000000000541,771,1,2032,Master ,gnehlskk@nsu.edu
551000000000542,803,5,2025,Master ,syappnf@nsu.edu
551000000000543,736,6,2031,Master ,ecaulcutt5r@nsu.edu
551000000000544,647,10,2031,Master ,dessam9r@nsu.edu
551000000000545,617,3,2023,Master ,esaltrese9@nsu.edu
551000000000546,55,8,2023,Master ,cjaquiss58@nsu.edu
551000000000547,824,4,2030,Master ,bthirtle65@nsu.edu
551000000000548,334,5,2029,Master ,akikke71@nsu.edu
551000000000549,85,2,2032,Master ,vblancaf@nsu.edu
551000000000550,603,6,2026,Master ,ltumaas@nsu.edu
551000000000551,377,8,2031,Master ,naspcu@nsu.edu
551000000000552,800,2,2032,Master ,mbaxilley@nsu.edu
551000000000553,92,9,2025,Master ,dnobeshj@nsu.edu
551000000000554,343,1,2030,Master ,rsimoensqd@nsu.edu
551000000000555,804,2,2025,Master ,lundrill4y@nsu.edu
551000000000556,179,10,2031,Master ,mgoatman9m@nsu.edu
551000000000557,376,12,2025,Master ,srubinivitzlu@nsu.edu
551000000000558,770,8,2027,Master ,tgeffenp7@nsu.edu
551000000000559,531,10,2030,Master ,tgencke57@nsu.edu
551000000000560,903,6,2023,Master ,kklammanpe@nsu.edu
551000000000561,147,9,2031,Master ,dmchardyla@nsu.edu
551000000000562,798,3,2029,Master ,jbrechinoz@nsu.edu
551000000000563,350,9,2027,Master ,fjacquemypl@nsu.edu
551000000000564,592,5,2032,Master ,jalbuttq8@nsu.edu
551000000000565,7,3,2029,Master ,fcarson2m@nsu.edu
551000000000566,134,1,2028,Master ,sbewley39@nsu.edu
551000000000567,208,8,2026,Master ,ekattenhorn7p@nsu.edu
551000000000568,615,2,2030,Master ,ahallahanev@nsu.edu
551000000000569,940,1,2028,Master ,sbecks1n@nsu.edu
551000000000570,560,7,2024,Master ,mgudeman44@nsu.edu
551000000000571,321,1,2031,Master ,emillhill6q@nsu.edu
551000000000572,233,12,2024,Master ,mnewardnp@nsu.edu
551000000000573,248,8,2026,Master ,cmcallof@nsu.edu
551000000000574,573,3,2027,Master ,pfyndonn2@nsu.edu
551000000000575,664,1,2024,Master ,mstapele34@nsu.edu
551000000000576,105,8,2024,Master ,cdingivan99@nsu.edu
551000000000577,811,7,2029,Master ,avasentsovf8@nsu.edu
551000000000578,75,3,2028,Master ,lmuffetti0@nsu.edu
551000000000579,569,2,2023,Master ,shagertylp@nsu.edu
551000000000580,861,9,2029,Master ,mheamsn@nsu.edu
551000000000581,793,9,2028,Master ,jphelipeauxcp@nsu.edu
551000000000582,909,3,2024,Master ,ecunradifb@nsu.edu
551000000000583,165,4,2032,Master ,wcrosselandik@nsu.edu
551000000000584,595,4,2029,Master ,hcecerec0@nsu.edu
551000000000585,994,4,2025,Master ,pclampettfg@nsu.edu
551000000000586,986,2,2024,Master ,ggoveyjj@nsu.edu
551000000000587,263,2,2029,Master ,cmarkie14@nsu.edu
551000000000588,257,3,2026,Master ,mlaween9@nsu.edu
551000000000589,687,8,2029,Master ,abiaggelliox@nsu.edu
551000000000590,82,10,2028,Master ,kmcgurk6w@nsu.edu
551000000000591,657,10,2024,Master ,cbraidwoodav@nsu.edu
551000000000592,641,9,2024,Master ,prumboldjs@nsu.edu
551000000000593,329,2,2031,Master ,jgherarduccif7@nsu.edu
551000000000594,395,7,2030,Master ,wgraalmanji@nsu.edu
551000000000595,909,8,2032,Master ,gsemeradkw@nsu.edu
551000000000596,371,2,2032,Master ,droggieri2x@nsu.edu
551000000000597,621,5,2028,Master ,lbassano3e@nsu.edu
551000000000598,837,2,2024,Master ,tscamaden52@nsu.edu
551000000000599,629,4,2029,Master ,dblackney5q@nsu.edu
551000000000600,118,5,2025,Master ,qalexsandrovichcg@nsu.edu
551000000000601,300,1,2028,Master ,vclewarthf1@nsu.edu
551000000000602,355,5,2030,Master ,flowensohnfc@nsu.edu
551000000000603,156,3,2028,Master ,mdearlepalserri@nsu.edu
551000000000604,802,7,2028,Master ,ajonson5j@nsu.edu
551000000000605,65,3,2029,Master ,tsheeres7g@nsu.edu
551000000000606,14,4,2023,Master ,gseifbz@nsu.edu
551000000000607,997,3,2030,Master ,smcarteda@nsu.edu
551000000000608,152,4,2028,Master ,mdinapolik6@nsu.edu
551000000000609,18,12,2028,Master ,hloades44@nsu.edu
551000000000610,761,5,2029,Master ,emcquarter53@nsu.edu
551000000000611,151,1,2023,Master ,onewlindl@nsu.edu
551000000000612,815,3,2024,Master ,dlawteye2@nsu.edu
551000000000613,969,11,2031,Master ,dcaserijl@nsu.edu
551000000000614,373,9,2026,Master ,dvelten9e@nsu.edu
551000000000615,980,5,2028,Master ,apoleykettki@nsu.edu
551000000000616,303,5,2032,Master ,cstihlkm@nsu.edu
551000000000617,753,2,2026,Master ,asecombelx@nsu.edu
551000000000618,94,12,2029,Master ,rbyfordo6@nsu.edu
551000000000619,282,6,2032,Master ,nkilbourne1b@nsu.edu
551000000000620,250,4,2027,Master ,amcquaidek@nsu.edu
551000000000621,229,5,2029,Master ,anassau4p@nsu.edu
551000000000622,685,6,2024,Master ,zcornillibb@nsu.edu
551000000000623,835,11,2026,Master ,mrigmondek@nsu.edu
551000000000624,607,11,2027,Master ,ogirardezjp@nsu.edu
551000000000625,33,6,2031,Master ,sabraminkf@nsu.edu
551000000000626,667,5,2027,Master ,ashapira1u@nsu.edu
551000000000627,429,3,2032,Master ,eribbon3o@nsu.edu
551000000000628,576,5,2023,Master ,lodreain5k@nsu.edu
551000000000629,482,9,2030,Master ,ufullicksez@nsu.edu
551000000000630,861,8,2030,Master ,bipslypl@nsu.edu
551000000000631,473,5,2028,Master ,fcregeen2b@nsu.edu
551000000000632,831,4,2025,Master ,sdimberline42@nsu.edu
551000000000633,989,3,2025,Master ,jbornbt@nsu.edu
551000000000634,16,12,2023,Master ,dvolettb@nsu.edu
551000000000635,545,11,2026,Master ,ccellier31@nsu.edu
551000000000636,98,3,2031,Master ,gbrocktond6@nsu.edu
551000000000637,732,12,2029,Master ,ctelezhking7@nsu.edu
551000000000638,92,10,2026,Master ,emasurelge@nsu.edu
551000000000639,250,12,2027,Master ,scorleyis@nsu.edu
551000000000640,550,6,2023,Master ,svillaretoe@nsu.edu
551000000000641,315,6,2029,Master ,wmcgarvaoh@nsu.edu
551000000000642,132,12,2024,Master ,kjakoub1i@nsu.edu
551000000000643,161,5,2032,Master ,nacey9d@nsu.edu
551000000000644,400,10,2030,Master ,mregnardfm@nsu.edu
551000000000645,425,9,2032,Master ,acrimpq4@nsu.edu
551000000000646,566,5,2031,Master ,gocleryr@nsu.edu
551000000000647,52,10,2031,Master ,sohanleyy@nsu.edu
551000000000648,764,1,2032,Master ,aadam2w@nsu.edu
551000000000649,881,10,2027,Master ,kzaniolini7l@nsu.edu
551000000000650,635,12,2023,Master ,tizzatt4e@nsu.edu
551000000000651,897,10,2030,Master ,gpendry79@nsu.edu
551000000000652,131,2,2028,Master ,deddowdn@nsu.edu
551000000000653,717,9,2029,Master ,tbladendv@nsu.edu
551000000000654,413,5,2029,Master ,gtrundlek9@nsu.edu
551000000000655,113,5,2032,Master ,ogorker3@nsu.edu
551000000000656,620,7,2030,Master ,ppaulitschkei1@nsu.edu
551000000000657,77,1,2028,Master ,idarlinglh@nsu.edu
551000000000658,811,8,2026,Master ,paughton38@nsu.edu
551000000000659,492,11,2024,Master ,mcawthorne91@nsu.edu
551000000000660,636,4,2029,Master ,ghankey4v@nsu.edu
551000000000661,780,4,2030,Master ,erosenbloome5@nsu.edu
551000000000662,745,12,2026,Master ,scrowdenht@nsu.edu
551000000000663,202,2,2025,Master ,gschultzeix@nsu.edu
551000000000664,626,4,2029,Master ,drembrandtjt@nsu.edu
551000000000665,337,2,2023,Master ,lmckeeow@nsu.edu
551000000000666,659,5,2025,Master ,ldmitrievskira@nsu.edu
551000000000667,35,8,2023,Master ,bcorrisi0@nsu.edu
551000000000668,717,10,2025,Master ,nolensbyv@nsu.edu
551000000000669,214,7,2029,Master ,fleere4c@nsu.edu
551000000000670,222,9,2027,Master ,adallaway7c@nsu.edu
551000000000671,852,4,2026,Master ,dnaughton9f@nsu.edu
551000000000672,332,3,2031,Master ,freiglara5@nsu.edu
551000000000673,971,1,2028,Master ,egillmanlt@nsu.edu
551000000000674,245,3,2030,Master ,aferedayoi@nsu.edu
551000000000675,718,10,2027,Master ,jrundle3n@nsu.edu
551000000000676,654,9,2032,Master ,dmennear70@nsu.edu
551000000000677,25,4,2028,Master ,abackshillj7@nsu.edu
551000000000678,938,5,2025,Master ,mcosham4z@nsu.edu
551000000000679,766,9,2025,Master ,thostanm@nsu.edu
551000000000680,962,1,2032,Master ,knugentft@nsu.edu
551000000000681,151,12,2027,Master ,cteligag0@nsu.edu
551000000000682,254,11,2032,Master ,sbonylj@nsu.edu
551000000000683,241,10,2032,Master ,vtitt2t@nsu.edu
551000000000684,841,2,2025,Master ,asant4d@nsu.edu
551000000000685,450,6,2028,Master ,gphilott89@nsu.edu
551000000000686,356,4,2029,Master ,ddelyth97@nsu.edu
551000000000687,607,4,2030,Master ,pcondon1c@nsu.edu
551000000000688,246,7,2024,Master ,bsearston6w@nsu.edu
551000000000689,47,2,2031,Master ,acazindy@nsu.edu
551000000000690,378,6,2024,Master ,bstanifordr2@nsu.edu
551000000000691,619,2,2029,Master ,abarkshire3d@nsu.edu
551000000000692,528,12,2031,Master ,frestieaux6j@nsu.edu
551000000000693,426,10,2024,Master ,gshearstonae@nsu.edu
551000000000694,913,10,2026,Master ,cstuteb@nsu.edu
551000000000695,539,10,2029,Master ,lsissel9u@nsu.edu
551000000000696,352,2,2023,Master ,mmckelloch7a@nsu.edu
551000000000697,858,4,2029,Master ,ksmidmoor7e@nsu.edu
551000000000698,822,12,2023,Master ,hpiepera3@nsu.edu
551000000000699,997,11,2023,Master ,cjedrzejewskypo@nsu.edu
551000000000700,346,9,2026,Master ,cgamlinpv@nsu.edu
551000000000701,126,8,2024,Master ,rkeddie4y@nsu.edu
551000000000702,128,6,2024,Master ,scaroll5n@nsu.edu
551000000000703,628,4,2032,Master ,vnathan5y@nsu.edu
551000000000704,465,9,2030,Master ,gpitsall8q@nsu.edu
551000000000705,617,2,2025,Master ,smatussevichh3@nsu.edu
551000000000706,702,9,2024,Master ,mlowdyanejb@nsu.edu
551000000000707,725,12,2026,Master ,mfantonerp@nsu.edu
551000000000708,736,5,2029,Master ,dthickens2k@nsu.edu
551000000000709,87,8,2028,Master ,sschiesterlbv@nsu.edu
551000000000710,257,6,2023,Master ,lhailstonco@nsu.edu
551000000000711,927,11,2026,Master ,crapinol@nsu.edu
551000000000712,8,5,2023,Master ,wraiston6d@nsu.edu
551000000000713,242,1,2032,Master ,ddolegh@nsu.edu
551000000000714,454,3,2028,Master ,ascneidergi@nsu.edu
551000000000715,894,10,2024,Master ,gmosconegr@nsu.edu
551000000000716,666,1,2032,Master ,tjaqueshi@nsu.edu
551000000000717,666,3,2027,Master ,bgiddensqq@nsu.edu
551000000000718,801,7,2024,Master ,kdrewe6c@nsu.edu
551000000000719,146,1,2029,Master ,jwybornor@nsu.edu
551000000000720,260,4,2028,Master ,mgentric2s@nsu.edu
551000000000721,917,5,2026,Master ,ttremollet2t@nsu.edu
551000000000722,906,11,2027,Master ,asherr5l@nsu.edu
551000000000723,368,6,2026,Master ,lhandleymr@nsu.edu
551000000000724,132,1,2025,Master ,cjaksic1z@nsu.edu
551000000000725,125,8,2026,Master ,agoslin7e@nsu.edu
551000000000726,687,11,2023,Master ,crounsefell9w@nsu.edu
551000000000727,595,11,2024,Master ,wvaadelandby@nsu.edu
551000000000728,80,3,2029,Master ,cpaulone4@nsu.edu
551000000000729,300,10,2028,Master ,shanneyj1@nsu.edu
551000000000730,2,8,2026,Master ,jzukermanoo@nsu.edu
551000000000731,444,2,2023,Master ,achippm1@nsu.edu
551000000000732,976,8,2027,Master ,camottms@nsu.edu
551000000000733,541,9,2032,Master ,mbyers15@nsu.edu
551000000000734,384,9,2029,Master ,abocken31@nsu.edu
551000000000735,355,6,2023,Master ,lstapleford81@nsu.edu
551000000000736,762,6,2025,Master ,sgudemanb8@nsu.edu
551000000000737,681,3,2026,Master ,dbarrowcloughlz@nsu.edu
551000000000738,711,2,2025,Master ,mbassett53@nsu.edu
551000000000739,455,10,2031,Master ,ecurnessfa@nsu.edu
551000000000740,403,11,2024,Master ,mmcilmorowhe@nsu.edu
551000000000741,432,8,2029,Master ,mjulienna@nsu.edu
551000000000742,687,3,2027,Master ,hnormanpb@nsu.edu
551000000000743,275,2,2029,Master ,sivanikhinqw@nsu.edu
551000000000744,811,12,2023,Master ,nmaciakrd@nsu.edu
551000000000745,119,8,2026,Master ,rstockillrp@nsu.edu
551000000000746,961,12,2025,Master ,rwomack49@nsu.edu
551000000000747,942,2,2027,Master ,lbyrdgk@nsu.edu
551000000000748,843,12,2029,Master ,dknottlx@nsu.edu
551000000000749,309,9,2025,Master ,mbuddenqw@nsu.edu
551000000000750,744,8,2023,Master ,rickeringillrj@nsu.edu
551000000000751,403,1,2024,Master ,rfaulconbridge2r@nsu.edu
551000000000752,154,7,2032,Master ,bmatteoli7x@nsu.edu
551000000000753,81,10,2031,Master ,bdesforgesl5@nsu.edu
551000000000754,359,1,2030,Master ,swinleyli@nsu.edu
551000000000755,830,5,2029,Master ,tnafzigerpz@nsu.edu
551000000000756,963,10,2023,Discover,asineathd@nsu.edu
551000000000757,487,5,2028,Discover,lconnechy1u@nsu.edu
551000000000758,205,7,2025,Discover,wvanellie@nsu.edu
551000000000759,436,8,2025,Discover,ksappellom@nsu.edu
551000000000760,763,1,2030,Discover,mhalcrorr@nsu.edu
551000000000761,341,3,2025,Discover,amoohan11@nsu.edu
551000000000762,648,7,2031,Discover,kmilnthorpe6g@nsu.edu
551000000000763,483,1,2027,Discover,cpfeiffer9a@nsu.edu
551000000000764,618,11,2025,Discover,tjehaesff@nsu.edu
551000000000765,536,10,2028,Discover,fmcamishg4@nsu.edu
551000000000766,414,6,2031,Discover,ggozardgm@nsu.edu
551000000000767,175,9,2031,Discover,mtaggko@nsu.edu
551000000000768,308,6,2027,Discover,cgresley1@nsu.edu
551000000000769,605,7,2032,Discover,hbenainec@nsu.edu
551000000000770,389,2,2032,Discover,btesauroc2@nsu.edu
551000000000771,690,7,2032,Discover,asaveryy@nsu.edu
551000000000772,489,3,2023,Discover,pjenner6e@nsu.edu
551000000000773,393,9,2031,Discover,dabelson7x@nsu.edu
551000000000774,278,8,2028,Discover,gearngycp@nsu.edu
551000000000775,915,5,2030,Discover,rburgiseqc@nsu.edu
551000000000776,85,8,2032,Discover,krohmer3t@nsu.edu
551000000000777,706,12,2024,Discover,akollatsch82@nsu.edu
551000000000778,663,9,2023,Discover,khainsworthlg@nsu.edu
551000000000779,87,12,2024,Discover,hegglesonqq@nsu.edu
551000000000780,263,11,2028,Discover,gcargillh@nsu.edu
551000000000781,996,2,2026,Discover,droyansq@nsu.edu
551000000000782,975,5,2032,Discover,bsuddock2q@nsu.edu
551000000000783,927,8,2027,Discover,cvasichev3q@nsu.edu
551000000000784,330,7,2029,Discover,tinch4k@nsu.edu
551000000000785,997,10,2027,Discover,dclearie54@nsu.edu
551000000000786,742,2,2023,Discover,abrodie9b@nsu.edu
551000000000787,596,9,2024,Discover,ebarukhjo@nsu.edu
551000000000788,909,10,2029,Discover,vsackes1z@nsu.edu
551000000000789,920,3,2029,Discover,tovanesian97@nsu.edu
551000000000790,700,10,2024,Discover,dgiggiemv@nsu.edu
551000000000791,708,8,2026,Discover,rmushett3h@nsu.edu
551000000000792,979,7,2031,Discover,rcookman3o@nsu.edu
551000000000793,482,10,2030,Discover,nwigan6h@nsu.edu
551000000000794,774,10,2027,Discover,jpietroni3i@nsu.edu
551000000000795,672,3,2029,Discover,ashutt3r@nsu.edu
551000000000796,192,8,2031,Discover,pbelderfieldcc@nsu.edu
551000000000797,381,11,2027,Discover,rlennardeen@nsu.edu
551000000000798,137,8,2026,Discover,kdableja@nsu.edu
551000000000799,874,6,2029,Discover,vcawr7@nsu.edu
551000000000800,564,9,2025,Discover,wlansley2@nsu.edu
551000000000801,706,1,2023,Discover,jbiaggiolilv@nsu.edu
551000000000802,692,4,2029,Discover,ffulhamn0@nsu.edu
551000000000803,246,2,2030,Discover,krushforth1l@nsu.edu
551000000000804,662,5,2028,Discover,lciubutaro8n@nsu.edu
551000000000805,475,5,2024,Discover,fnippera1@nsu.edu
551000000000806,302,12,2027,Discover,rwarlowga@nsu.edu
551000000000807,216,1,2032,Discover,tdabinett6@nsu.edu
551000000000808,715,2,2029,Discover,parmfieldf@nsu.edu
551000000000809,427,6,2030,Discover,cerskinejk@nsu.edu
551000000000810,700,1,2028,Discover,mpossep8@nsu.edu
551000000000811,401,10,2026,Discover,tupston1r@nsu.edu
551000000000812,482,6,2030,Discover,dbolsover8a@nsu.edu
551000000000813,495,10,2024,Discover,tivesia@nsu.edu
551000000000814,418,8,2028,Discover,hbeldoniy@nsu.edu
551000000000815,914,1,2026,Discover,blentsch24@nsu.edu
551000000000816,38,3,2024,Discover,mgehring7j@nsu.edu
551000000000817,669,4,2024,Discover,bcoilsh8@nsu.edu
551000000000818,823,4,2028,Discover,eingramk2@nsu.edu
551000000000819,621,6,2032,Discover,ddommersenka@nsu.edu
551000000000820,73,1,2029,Discover,adinleykl@nsu.edu
551000000000821,549,6,2032,Discover,amulrenann7@nsu.edu
551000000000822,796,4,2032,Discover,gloomes3g@nsu.edu
551000000000823,285,4,2024,Discover,lrosel28@nsu.edu
551000000000824,564,12,2026,Discover,feeles4r@nsu.edu
551000000000825,919,2,2030,Discover,dforestallkz@nsu.edu
551000000000826,720,3,2025,Discover,segglesonmy@nsu.edu
551000000000827,748,4,2027,Discover,mbleythinj9@nsu.edu
551000000000828,149,2,2030,Discover,vcoginrm@nsu.edu
551000000000829,948,2,2026,Discover,ebeevers4c@nsu.edu
551000000000830,91,3,2032,Discover,seteen84@nsu.edu
551000000000831,485,4,2023,Discover,bmaasze6z@nsu.edu
551000000000832,384,12,2029,Discover,glibbie7q@nsu.edu
551000000000833,77,9,2023,Discover,bgrund94@nsu.edu
551000000000834,567,11,2029,Discover,ltayspellhb@nsu.edu
551000000000835,451,10,2025,Discover,mniasfl@nsu.edu
551000000000836,981,4,2026,Discover,bkeuninggu@nsu.edu
551000000000837,628,9,2029,Discover,ffilasovmy@nsu.edu
551000000000838,985,3,2024,Discover,pbowsher2u@nsu.edu
551000000000839,592,6,2032,Discover,dkildead0@nsu.edu
551000000000840,51,8,2025,Discover,bobraymj@nsu.edu
551000000000841,446,8,2028,Discover,jpepler0@nsu.edu
551000000000842,558,10,2030,Discover,chaffendendc@nsu.edu
551000000000843,513,10,2030,Discover,kbrislang9@nsu.edu
551000000000844,199,8,2032,Discover,rharbyih@nsu.edu
551000000000845,867,4,2029,Discover,creubell6@nsu.edu
551000000000846,118,11,2032,Discover,jlittonop@nsu.edu
551000000000847,915,7,2024,Discover,jzinkp6@nsu.edu
551000000000848,351,5,2023,Discover,lhickissonre@nsu.edu
551000000000849,651,2,2027,Discover,sclayill21@nsu.edu
551000000000850,13,7,2028,Discover,cewert3n@nsu.edu
551000000000851,567,10,2027,Discover,gkubicek4w@nsu.edu
551000000000852,173,5,2030,Discover,brizzillo7j@nsu.edu
551000000000853,366,5,2029,Discover,mwythemu@nsu.edu
551000000000854,235,1,2031,Discover,meddington5e@nsu.edu
551000000000855,0,8,2031,Discover,lforgeg6@nsu.edu
551000000000856,610,8,2030,Discover,fjansonjr@nsu.edu
551000000000857,507,12,2027,Discover,cdomneyjw@nsu.edu
551000000000858,874,2,2032,Discover,cfridpm@nsu.edu
551000000000859,319,3,2031,Discover,abuggs38@nsu.edu
551000000000860,10,4,2026,Discover,pilymanov84@nsu.edu
551000000000861,611,9,2032,Discover,kdainesbw@nsu.edu
551000000000862,943,4,2032,Discover,nlievesley1h@nsu.edu
551000000000863,217,7,2032,Discover,baddeycott17@nsu.edu
551000000000864,962,10,2028,Discover,rjosefovic2r@nsu.edu
551000000000865,175,5,2029,Discover,mdrache3p@nsu.edu
551000000000866,219,7,2023,Discover,eparmanpy@nsu.edu
551000000000867,324,7,2032,Discover,ppartener5@nsu.edu
551000000000868,232,4,2029,Discover,tdargue74@nsu.edu
551000000000869,14,8,2024,Discover,lmacardleba@nsu.edu
551000000000870,181,7,2024,Discover,afettersbb@nsu.edu
551000000000871,449,8,2025,Discover,jdeavinb5@nsu.edu
551000000000872,288,10,2029,Discover,xjevon9u@nsu.edu
551000000000873,733,6,2026,Discover,cbichenob2@nsu.edu
551000000000874,388,2,2023,Discover,tserjeantsonoa@nsu.edu
551000000000875,363,8,2032,Discover,hballham35@nsu.edu
551000000000876,5,5,2025,Discover,dsimonson6e@nsu.edu
551000000000877,492,10,2028,Discover,tkorting48@nsu.edu
551000000000878,658,12,2028,Discover,gpartrick8x@nsu.edu
551000000000879,82,12,2028,Discover,clangsburyab@nsu.edu
551000000000880,877,7,2023,Discover,nshemelthc@nsu.edu
551000000000881,274,12,2025,Discover,npartkyaod@nsu.edu
551000000000882,995,11,2023,Discover,jpairemanq1@nsu.edu
551000000000883,360,2,2023,Discover,gpennicott4u@nsu.edu
551000000000884,71,6,2027,Discover,plaver6z@nsu.edu
551000000000885,198,12,2026,Discover,mstickingsr0@nsu.edu
551000000000886,4,2,2030,Discover,wkermit8b@nsu.edu
551000000000887,367,7,2027,Discover,bleversonmq@nsu.edu
551000000000888,516,12,2024,Discover,aodaly4b@nsu.edu
551000000000889,229,10,2028,Discover,ncassley8o@nsu.edu
551000000000890,194,3,2031,Discover,agallahueb3@nsu.edu
551000000000891,933,11,2031,Discover,elosebie1j@nsu.edu
551000000000892,154,2,2030,Discover,atorrejon3c@nsu.edu
